cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
"You
Yes youthe one who is readind this comment 
I wish you and you family and friends a lifetime of happiness and that you live the best life","{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.946}",0.946,Positive,
When I was a child I thought that living a historical moment would be cool Well it isnt ,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5267}",0.5267,Positive,
The hand washing remind me so much of the Ebola video,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,Positive,
I love this video it explains so well and i love the drawings,"{'neg': 0.0, 'neu': 0.418, 'pos': 0.582, 'compound': 0.903}",0.903,Positive,
I love this,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive,
Thanks for information,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,
Love the animations,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive,
omg so true,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,Positive,
dont mind me im just looking at that kid doing a handstand at the end totally not jealous,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4134}",0.4134,Positive,
I love the drawing style sm,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive,
The fact that people will watch this in the future to know what this virus is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
This video keeps me more motivated to wash my hands with soapwear maskskeep distance and more And very well animated thx so much for making this video u helped me a lot,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.8277}",0.8277,Positive,
My mom got infected by the virusbut she is fine now Im really happypraying for you guys,"{'neg': 0.16, 'neu': 0.75, 'pos': 0.09, 'compound': -0.34}",-0.34,Negative,
I once got corona virus and then it left and I became healthy again,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,Positive,
I was watching the ebola and cholera outbreak video never knew I would end up like this ,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.3612,Positive,
If i get well from covid id be walking on handstands too,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,Positive,
I got corona virus last october but thank allah that it didnt affect me badly even though i have really bad asthma,"{'neg': 0.18, 'neu': 0.591, 'pos': 0.229, 'compound': 0.1006}",0.1006,Positive,
This just hits differnt when your going through this awful virus,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,
Im on quarantine now ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
This isnt JUST informative its a story all on its own,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
Damn I never would have imagined that in my generation such a video would be made I remember watching the Ebola one when I was younger and was like OH GOD THATS SCARY,"{'neg': 0.179, 'neu': 0.676, 'pos': 0.144, 'compound': -0.3182}",-0.3182,Negative,
i was tested positive back in september this year but i am okay now ,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.5647}",0.5647,Positive,
we can work on this together and make the world a safer place to live in ,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,Positive,
This is what my life is like right now please pray for us in the name of Jesus Christ ,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7269}",0.7269,Positive,
My grandmother was died cause that virus,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,
"I hope everyone sees and chooses to watch this I guess this will help so much to stop the spread of COVID step by step
The spread of virus while a person was talking was incredible Such a clear explanation","{'neg': 0.058, 'neu': 0.75, 'pos': 0.192, 'compound': 0.6943}",0.6943,Positive,
I love watching this my grandfather and aunt got corona but survived ,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.7935}",0.7935,Positive,
Cool,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,Positive,
This is gonna be history I cant believe Im actually living through it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
My dad was positive corona then i was probably because it spread to me so I had to stay at home and wear a mask for  week when I tested again my brother was positive i was already negative  days later he was healthy again But my mom didnt notice she had the corona virus she got it before my dad me and my brother got it shes healthy now though,"{'neg': 0.032, 'neu': 0.832, 'pos': 0.136, 'compound': 0.7684}",0.7684,Positive,
Its scary when theres a new virus I got this one but Im grateful that it wasnt that bad for me,"{'neg': 0.081, 'neu': 0.618, 'pos': 0.3, 'compound': 0.7701}",0.7701,Positive,
Who remembers the Ebola And Cholera Videos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
This is why when someone in my class has their mask down for a long time i get angry they dont understand how important it is to stay safe,"{'neg': 0.154, 'neu': 0.755, 'pos': 0.091, 'compound': -0.2481}",-0.2481,Negative,
my mom my cousin my aunt my uncle and my house helpers got positive on covid and survived,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8402}",0.8402,Positive,
Its insane that this has been documented and our future children and generations will learn about it from History books We lived through a global pandemic Were alive Good for us Congrats guys ,"{'neg': 0.068, 'neu': 0.707, 'pos': 0.225, 'compound': 0.7351}",0.7351,Positive,
I used to watch these videos all the time and Id be like glad I wasnt living during that time now here I am,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6705}",0.6705,Positive,
i remember watching these videos a few months before but living through onenever thought of it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
Take care,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,Positive,
I even had this coronavirus ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
I remember watching videos like this Ebola and Cholera This video is very informative and also the animation is amazing,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.743}",0.743,Positive,
Who knew wed watch the ebola video and now we are living in a world wide pandemic and theres a video on it too now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
the only animation who follows the rules of pandemic some people dont follow it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
"Im so frustrated and angry at my school My school has lifted the school mask mandate through school staff voting without any students or parents say in it Most of the  kids at my school do not wear a mask I do because I live with babies and elderly vaccinations are not out for babies and for my elderly grandparents it could be life threatening also because I want me myself to be safe

The only reason numbers of people that are safe from the virus have gone down is simply because we wore or are wearing masks And now that mask mandates are being lifted the number for more cases will sky rocket right back up We honestly should not try to return to a natural lifestyle until this virus is entirely gone 

Please wear masks to protect yourself and others Wash you hands and separate yourself from others And lastly research this virus yourself and dont rely on others opinions 
Thank you This is my opinion entirely Im just really hating my school right now ","{'neg': 0.073, 'neu': 0.816, 'pos': 0.111, 'compound': 0.5153}",0.5153,Positive,
When i had corona i remember doing the same thing with my calendarDrawing Xs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
I got covid and now Im disabled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
Rest in peace to all who lost their love ones,"{'neg': 0.135, 'neu': 0.412, 'pos': 0.453, 'compound': 0.7506}",0.7506,Positive,
Stay safe everyone please corona is still there put your mask and do handwash please ,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.7579}",0.7579,Positive,
Pls do everything they said in this film so everyone can stay safe,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.4939}",0.4939,Positive,
this is the video kids born in  are going to watch when they go to school,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
I left my comment here so later when someone liked my comment i get reminded of this masterpiece,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.826}",0.826,Positive,
This is gonna be watched in the future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
damn we really living through this history,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,
chicos del futuro aprender todo este tema es importante,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
esse video e perfeito,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
Let us pray to God that virus end because two children at our school got infected,"{'neg': 0.155, 'neu': 0.631, 'pos': 0.214, 'compound': 0.0516}",0.0516,Positive,
"Kids your grandparents had a rough Era
Go out live ur lives happily","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.5574}",0.5574,Positive,
"January  my whole Family including my  years old daughter had covid  
Im thankful we survive the virus","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}",0.5719,Positive,
Please my grandma sent me the link to this video on Facebook a few days ago I couldnt be bothered watching it because I was so angry at something I went to get my covid test and it came back POSITIVE I am only  I still have a lot to explore I want to live my life until I am  but now I have no hope After watching this video I have hope Thank you for your great animation it helps ,"{'neg': 0.059, 'neu': 0.646, 'pos': 0.295, 'compound': 0.9662}",0.9662,Positive,
I got fever like its been  weeks now  I didnt told to my parents about it I am scare if I got Covid my parents didnt know about it am scared  I just praying everyday that my fever is gone but its not ,"{'neg': 0.097, 'neu': 0.818, 'pos': 0.084, 'compound': -0.1406}",-0.1406,Negative,
My family has covid me and my brother are fine just cant taste and smell but my mom is very sick and my sister is a bit worse than me and my brother but i dont think any of us will die or something,"{'neg': 0.268, 'neu': 0.706, 'pos': 0.026, 'compound': -0.9431}",-0.9431,Negative,
Hits different when youre living it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
History is being written,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
I had covid last month I still dont have any sense of smell and taste  days had passed since I lost my senses,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative,
This clip made me emotional ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.1531}",0.1531,Positive,
This is the best video Ive seen to educate others Good  job,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.7964}",0.7964,Positive,
i love the accent,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive,
I didnt knew this with this explation i understand it now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
I like how she called the nurse with the phone instead of going to her thats very relatable with qurantine,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,Positive,
is it airborne,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,
"This covid took my aunt she was a very good person i just cant
 understand c","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.4927}",0.4927,Positive,
Last month me and my fam had corona but gladly after one week were all better,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7876}",0.7876,Positive,
"I lost many of my elders I mean grand mothersgrand fathers etc I just feel sad for them Though I have went under that pain I hope everyone to be happy as before Remember
Let ur smile change the world not world change ur smile
a legend","{'neg': 0.155, 'neu': 0.586, 'pos': 0.259, 'compound': 0.7096}",0.7096,Positive,
Im waiting for corona to just disappear just like the other pandemics,"{'neg': 0.132, 'neu': 0.694, 'pos': 0.174, 'compound': 0.1531}",0.1531,Positive,
Its true,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive,
Unfortunatelythere are still many people dont want to wear mask Whats worse is many people until now still protest and attack people who wear mask or vaccinated AKA KAREN,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.8137}",-0.8137,Negative,
